@relation activity_recognition_labeled

@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Driving", "Walking" , "Sitting" , "Standing", "Still" }

@data
0.22,0.26,0.20,0.18,0.17,0.19,0.19,0.24,0.19,0.20,0.27,0.24,0.18,0.18,0.15,0,9.51,1.25,3.26,3.57,3.26,10.37,Walking
0.14,0.19,0.23,0.24,0.23,0.12,0.22,0.30,0.24,0.16,0.15,0.18,0.27,0.24,0.18,0,9.57,1.72,2.71,2.82,2.71,10.3,Walking
0.15,0.21,0.21,0.22,0.23,0.19,0.23,0.20,0.22,0.19,0.17,0.22,0.20,0.21,0.23,0,9.62,1.72,2.81,3.47,2.81,10.38,Walking
0.07,0.08,0.07,0.09,0.12,0.10,0.08,0.06,0.09,0.09,0.13,0.08,0.07,0.06,0.10,0,3.83,0.59,3.98,6.59,3.98,4.33,Walking
0.24,0.19,0.14,0.17,0.26,0.29,0.19,0.10,0.11,0.33,0.20,0.20,0.21,0.23,0.18,0,9.32,1.76,2.04,4.24,2.04,10.09,Walking
0.24,0.19,0.20,0.24,0.16,0.23,0.21,0.16,0.20,0.22,0.23,0.19,0.18,0.21,0.22,0,9.27,2,1.89,3.14,1.89,10.09,Walking
0.20,0.25,0.19,0.18,0.20,0.18,0.20,0.22,0.19,0.22,0.20,0.25,0.18,0.20,0.20,0,9.53,1.81,1.94,2.89,1.94,10.19,Walking
0.21,0.20,0.23,0.16,0.23,0.21,0.22,0.14,0.25,0.19,0.19,0.21,0.19,0.22,0.20,0,9.26,2.1,1.82,3.01,1.82,10.08,Walking
0.20,0.17,0.23,0.23,0.19,0.19,0.16,0.24,0.22,0.22,0.25,0.18,0.19,0.21,0.18,0,9.42,1.78,1.75,2.84,1.75,10.1,Walking
0.15,0.21,0.22,0.22,0.23,0.13,0.27,0.26,0.21,0.15,0.22,0.20,0.21,0.17,0.20,0,9.48,1.93,1.53,2.4,1.53,10.12,Walking
0.18,0.19,0.25,0.19,0.21,0.21,0.21,0.22,0.22,0.17,0.16,0.15,0.25,0.22,0.25,0,9.18,2.24,1.73,2.9,1.73,10.01,Walking
0.19,0.18,0.24,0.24,0.17,0.20,0.16,0.27,0.21,0.17,0.17,0.23,0.20,0.22,0.21,0,9.32,2,1.76,2.88,1.76,10.02,Walking
0.05,0.02,0.03,0.02,0.04,0.02,0.04,0.03,0.05,0.04,0.05,0.04,0.02,0.03,0.02,0,1.47,0.16,2.46,9.16,2.46,1.56,Walking
0.17,0.21,0.16,0.25,0.13,0.18,0.18,0.22,0.25,0.10,0.18,0.23,0.23,0.19,0.09,0,9.62,2.19,1.82,2.48,1.82,10.19,Walking
0.18,0.23,0.22,0.20,0.08,0.20,0.18,0.24,0.19,0.11,0.19,0.25,0.17,0.22,0.10,0,9.63,1.97,1.64,2.97,1.64,10.17,Walking
0.20,0.16,0.19,0.24,0.14,0.18,0.27,0.19,0.18,0.10,0.21,0.19,0.22,0.23,0.07,0,9.53,2.17,1.69,2.69,1.69,10.1,Walking
0.21,0.18,0.22,0.18,0.12,0.18,0.23,0.20,0.23,0.11,0.21,0.18,0.24,0.20,0.11,0,9.57,2.12,1.68,2.5,1.68,10.13,Walking
0.21,0.24,0.20,0.18,0.10,0.19,0.20,0.25,0.21,0.09,0.22,0.19,0.21,0.22,0.10,0,9.56,2.02,1.62,2.75,1.62,10.1,Walking
0.19,0.20,0.26,0.18,0.11,0.18,0.25,0.21,0.17,0.09,0.19,0.22,0.18,0.20,0.12,0,9.63,2.14,1.59,2.74,1.59,10.22,Walking
0.23,0.23,0.21,0.15,0.09,0.24,0.17,0.18,0.21,0.11,0.22,0.19,0.17,0.22,0.12,0,9.55,2.23,1.83,2.91,1.83,10.17,Walking
0.11,0.07,0.06,0.09,0.01,0.13,0.07,0.05,0.05,0.05,0.09,0.08,0.08,0.06,0.05,0,3.75,1.01,2.24,6.85,2.24,4.14,Walking
0.23,0.19,0.21,0.16,0.22,0.19,0.21,0.18,0.19,0.24,0.22,0.23,0.22,0.20,0.15,0,9.61,1.73,1.41,3.17,1.41,10.16,Walking
0.24,0.19,0.19,0.22,0.18,0.21,0.20,0.18,0.18,0.26,0.18,0.21,0.19,0.24,0.19,0,9.4,2,1.44,3.03,1.44,10.12,Walking
0.21,0.23,0.22,0.18,0.19,0.20,0.20,0.22,0.19,0.20,0.21,0.24,0.18,0.20,0.19,0,9.43,1.91,1.42,2.77,1.42,10.06,Walking
0.18,0.26,0.27,0.16,0.16,0.20,0.22,0.18,0.23,0.20,0.19,0.18,0.25,0.20,0.21,0,9.4,2.08,1.26,2.66,1.26,10.05,Walking
0.19,0.21,0.21,0.23,0.19,0.18,0.20,0.24,0.16,0.23,0.18,0.23,0.19,0.22,0.20,0,9.5,2.04,1.23,2.65,1.23,10.17,Walking
0.20,0.24,0.20,0.21,0.18,0.20,0.21,0.24,0.23,0.14,0.17,0.21,0.19,0.21,0.25,0,9.22,2.31,1.44,2.49,1.44,10.01,Walking
0.20,0.15,0.20,0.22,0.26,0.18,0.21,0.20,0.28,0.16,0.24,0.19,0.17,0.17,0.25,0,9.41,2.01,1.39,2.39,1.39,10.08,Walking
0.20,0.19,0.17,0.20,0.25,0.21,0.15,0.19,0.22,0.25,0.18,0.20,0.26,0.18,0.20,0,9.48,1.97,1.83,3.02,1.83,10.23,Walking
0.08,0.06,0.08,0.08,0.18,0.14,0.08,0.08,0.09,0.10,0.13,0.07,0.10,0.10,0.10,0,3.89,0.63,3.23,5.94,3.23,4.69,Walking
0.20,0.17,0.18,0.22,0.25,0.20,0.21,0.18,0.19,0.24,0.18,0.21,0.20,0.22,0.21,0,9.6,2.31,1.99,2.79,1.99,10.29,Walking
0.21,0.21,0.20,0.23,0.18,0.19,0.19,0.21,0.23,0.20,0.17,0.19,0.22,0.21,0.23,0,9.54,2.33,1.57,2.42,1.57,10.11,Walking
0.24,0.24,0.16,0.16,0.23,0.19,0.18,0.24,0.22,0.18,0.17,0.21,0.23,0.22,0.19,0,9.59,2.23,1.73,2.41,1.73,10.15,Walking
0.18,0.19,0.21,0.24,0.20,0.22,0.23,0.19,0.16,0.22,0.19,0.21,0.22,0.20,0.20,0,9.58,2.21,1.65,2.59,1.65,10.17,Walking
0.20,0.20,0.21,0.20,0.20,0.19,0.20,0.20,0.21,0.21,0.26,0.20,0.17,0.17,0.22,0,9.63,2.15,1.66,2.4,1.66,10.22,Walking
0.19,0.24,0.19,0.20,0.21,0.20,0.19,0.20,0.23,0.20,0.21,0.22,0.17,0.19,0.23,0,9.58,2.1,1.63,2.39,1.63,10.14,Walking
0.14,0.22,0.24,0.19,0.16,0.18,0.19,0.23,0.18,0.18,0.21,0.19,0.20,0.19,0.18,0,8.89,1.87,1.46,2.36,1.46,9.34,Walking
0.52,0.24,0.24,0.02,0.00,0.16,0.15,0.20,0.29,0.16,0.24,0.18,0.17,0.21,0.21,0,8.08,-0.33,9.93,8.9,9.93,14.89,Walking
0.53,0.28,0.21,0.00,0.00,0.14,0.26,0.20,0.27,0.09,0.17,0.19,0.21,0.24,0.21,0,6.71,0.19,9.29,7.8,9.29,12.77,Walking
0.48,0.29,0.24,0.00,0.00,0.11,0.27,0.25,0.20,0.11,0.09,0.21,0.21,0.25,0.27,0,7.07,1.14,9.53,8.13,9.53,12.93,Walking
0.53,0.27,0.19,0.03,0.00,0.12,0.19,0.19,0.32,0.12,0.16,0.19,0.24,0.17,0.27,0,8.19,0.86,9.71,8.02,9.71,14.1,Walking
0.47,0.32,0.22,0.00,0.00,0.15,0.28,0.18,0.22,0.10,0.16,0.26,0.23,0.15,0.23,0,6.42,0.3,9.05,8.1,9.05,12.45,Walking
0.44,0.39,0.18,0.00,0.00,0.13,0.28,0.18,0.25,0.08,0.18,0.22,0.20,0.20,0.22,0,7.1,-0.45,8.66,8.08,8.66,12.34,Walking
0.36,0.39,0.20,0.05,0.01,0.25,0.19,0.18,0.19,0.14,0.26,0.16,0.27,0.15,0.18,0,6.47,-0.92,8.2,8.46,8.2,12.29,Walking
0.05,0.38,0.19,0.19,0.11,0.22,0.19,0.24,0.15,0.15,0.20,0.26,0.24,0.16,0.16,0,5.99,-1.18,11.19,9.42,11.19,14.59,Walking
0.12,0.18,0.23,0.25,0.17,0.23,0.18,0.21,0.17,0.14,0.24,0.15,0.21,0.20,0.22,0,6.35,-0.64,12.6,9.92,12.6,16.57,Walking
0.21,0.14,0.14,0.31,0.16,0.21,0.15,0.23,0.23,0.12,0.16,0.21,0.17,0.32,0.17,0,6.27,-0.01,12.73,10.14,12.73,16.82,Walking
0.16,0.17,0.17,0.29,0.12,0.16,0.19,0.25,0.22,0.11,0.22,0.18,0.19,0.17,0.28,0,6.43,0.12,12.68,9.86,12.68,16.72,Walking
0.18,0.16,0.19,0.29,0.13,0.17,0.23,0.19,0.20,0.19,0.26,0.19,0.18,0.20,0.19,0,6.64,-1.12,12.15,9.32,12.15,16.1,Walking
0.16,0.15,0.28,0.20,0.13,0.21,0.19,0.21,0.21,0.10,0.22,0.19,0.20,0.28,0.14,0,6.42,-1.26,11.83,9.19,11.83,15.52,Walking
0.08,0.32,0.19,0.19,0.13,0.20,0.27,0.21,0.16,0.08,0.21,0.21,0.24,0.18,0.19,0,5.47,-0.55,11.84,9,11.84,14.6,Walking
0.08,0.28,0.24,0.21,0.15,0.24,0.21,0.20,0.18,0.13,0.19,0.22,0.22,0.22,0.19,0,5.81,-0.37,11.8,8.71,11.8,14.26,Walking
0.09,0.25,0.24,0.15,0.21,0.21,0.24,0.20,0.20,0.11,0.24,0.16,0.17,0.22,0.23,0,6,-0.29,12.49,8.62,12.49,15.35,Walking
0.19,0.18,0.14,0.25,0.18,0.18,0.21,0.24,0.16,0.13,0.23,0.17,0.22,0.21,0.20,0,6.78,-0.59,12.55,8.77,12.55,15.74,Walking
0.14,0.14,0.21,0.28,0.13,0.19,0.18,0.21,0.21,0.09,0.17,0.12,0.20,0.28,0.26,0,7.7,0.55,12.65,8.7,12.65,16.34,Walking
0.14,0.21,0.19,0.28,0.13,0.18,0.17,0.23,0.23,0.14,0.23,0.18,0.16,0.26,0.20,0,7.03,-0.22,12.25,9.38,12.25,16.12,Walking
0.12,0.17,0.21,0.27,0.16,0.16,0.14,0.27,0.18,0.20,0.21,0.20,0.20,0.22,0.18,0,7.68,-0.98,12.79,9.52,12.79,16.71,Walking
0.14,0.20,0.22,0.23,0.16,0.23,0.19,0.24,0.15,0.13,0.25,0.18,0.18,0.26,0.17,0,5.96,-0.99,12.32,9.36,12.32,15.51,Walking
0.15,0.18,0.22,0.24,0.16,0.23,0.19,0.20,0.21,0.14,0.21,0.18,0.19,0.19,0.25,0,6.15,0.13,11.99,9.32,11.99,15.64,Walking
0.21,0.21,0.20,0.23,0.09,0.22,0.29,0.18,0.18,0.12,0.21,0.18,0.28,0.19,0.15,0,5.18,-0.62,11.15,8.42,11.15,13.42,Walking
0.18,0.15,0.21,0.25,0.14,0.21,0.25,0.19,0.18,0.11,0.20,0.19,0.24,0.18,0.21,0,6.51,-0.18,12.26,8.81,12.26,15.29,Walking
0.18,0.15,0.17,0.28,0.11,0.30,0.15,0.16,0.22,0.11,0.20,0.18,0.23,0.16,0.25,0,5.97,-0.07,12.59,9.39,12.59,15.83,Walking
0.17,0.17,0.23,0.26,0.08,0.18,0.23,0.22,0.20,0.12,0.14,0.29,0.19,0.23,0.19,0,6.28,-0.41,12.32,9.03,12.32,15.51,Walking
0.17,0.19,0.22,0.18,0.16,0.19,0.22,0.21,0.21,0.10,0.26,0.17,0.21,0.19,0.21,0,6.24,-0.78,12.09,8.9,12.09,15.24,Walking
0.16,0.22,0.16,0.29,0.08,0.20,0.25,0.25,0.14,0.10,0.25,0.16,0.21,0.23,0.18,0,5.58,-0.54,11.97,8.62,11.97,14.54,Walking
0.14,0.22,0.20,0.27,0.11,0.23,0.20,0.26,0.15,0.12,0.22,0.16,0.14,0.34,0.17,0,5.31,-0.49,11.69,9.36,11.69,14.78,Walking
0.21,0.13,0.21,0.26,0.15,0.22,0.16,0.29,0.21,0.07,0.17,0.24,0.18,0.26,0.18,0,5.35,-0.38,12.2,9.31,12.2,15.44,Walking
0.14,0.16,0.30,0.19,0.16,0.23,0.16,0.22,0.22,0.14,0.23,0.17,0.23,0.16,0.23,0,6.14,-0.76,12.2,9.81,12.2,15.81,Walking
0.23,0.11,0.16,0.20,0.11,0.17,0.15,0.18,0.20,0.19,0.24,0.27,0.16,0.20,0.16,0,8.07,-1.31,13.53,9.83,13.53,18,Walking
0.20,0.14,0.16,0.16,0.25,0.14,0.14,0.26,0.16,0.21,0.20,0.23,0.13,0.21,0.24,0,8.63,-0.48,13.76,9.63,13.76,18.56,Walking
0.20,0.10,0.24,0.22,0.18,0.18,0.16,0.17,0.28,0.15,0.19,0.18,0.17,0.23,0.25,0,7.91,-0.55,12.89,9.33,12.89,17.74,Walking
0.22,0.15,0.20,0.25,0.11,0.22,0.10,0.18,0.35,0.08,0.23,0.18,0.20,0.25,0.16,0,7.23,-1.13,12.3,9.92,12.3,16.92,Walking
0.18,0.16,0.11,0.29,0.22,0.15,0.20,0.18,0.26,0.15,0.18,0.15,0.16,0.36,0.18,0,7.54,0.11,13.51,10.01,13.51,17.78,Walking
0.15,0.12,0.19,0.31,0.18,0.17,0.22,0.14,0.28,0.14,0.19,0.23,0.18,0.24,0.19,0,7.83,-0.81,13.17,9.34,13.17,17.43,Walking
0.15,0.17,0.18,0.28,0.18,0.19,0.13,0.22,0.25,0.14,0.15,0.17,0.21,0.31,0.20,0,6.92,0.14,12.84,10.06,12.84,17.09,Walking
0.14,0.31,0.19,0.20,0.11,0.18,0.26,0.24,0.20,0.08,0.18,0.18,0.26,0.19,0.22,0,5.71,0.09,11.15,8.07,11.15,13.64,Walking
0.19,0.15,0.20,0.18,0.19,0.16,0.23,0.18,0.20,0.19,0.23,0.19,0.18,0.19,0.21,0,6.9,-0.04,12.73,9.3,12.73,16.73,Walking
0.13,0.29,0.19,0.22,0.14,0.28,0.22,0.17,0.17,0.12,0.20,0.22,0.19,0.17,0.24,0,4.73,-0.44,11.41,9.36,11.41,14.71,Walking
0.17,0.19,0.25,0.23,0.12,0.22,0.24,0.15,0.21,0.13,0.15,0.29,0.23,0.13,0.23,0,6.2,-0.08,11.63,9.11,11.63,14.91,Walking
0.20,0.21,0.20,0.18,0.15,0.25,0.18,0.22,0.21,0.10,0.27,0.19,0.19,0.21,0.17,0,6.05,-1.14,11.9,9,11.9,14.86,Walking
0.17,0.20,0.23,0.20,0.14,0.26,0.15,0.22,0.22,0.11,0.20,0.24,0.18,0.22,0.19,0,5.87,-0.64,11.65,8.7,11.65,14.81,Walking
0.12,0.23,0.23,0.23,0.17,0.29,0.20,0.18,0.15,0.14,0.13,0.25,0.31,0.15,0.19,0,4.97,-0.02,12.13,9.03,12.13,14.5,Walking
0.20,0.19,0.21,0.17,0.19,0.23,0.31,0.18,0.16,0.12,0.18,0.25,0.27,0.14,0.18,0,4.66,-0.43,11.7,8.64,11.7,13.93,Walking
0.17,0.13,0.22,0.32,0.12,0.23,0.23,0.16,0.23,0.15,0.19,0.16,0.19,0.19,0.30,0,6.21,0.73,12.41,8.82,12.41,15.89,Walking
0.19,0.17,0.22,0.20,0.17,0.25,0.18,0.20,0.21,0.13,0.22,0.22,0.21,0.14,0.24,0,6.26,-0.34,11.92,8.81,11.92,14.96,Walking
0.17,0.18,0.25,0.15,0.19,0.21,0.27,0.17,0.16,0.15,0.15,0.24,0.23,0.19,0.21,0,5.79,0.12,12.1,9.05,12.1,14.84,Walking
0.17,0.19,0.18,0.18,0.18,0.16,0.28,0.20,0.18,0.14,0.26,0.21,0.19,0.13,0.24,0,6.41,-0.29,12.61,8.5,12.61,15.54,Walking
0.17,0.23,0.23,0.20,0.12,0.28,0.19,0.20,0.20,0.08,0.21,0.28,0.20,0.19,0.15,0,5.28,-0.98,11.24,8.91,11.24,14.03,Walking
0.19,0.14,0.22,0.25,0.14,0.25,0.19,0.19,0.16,0.15,0.27,0.25,0.19,0.14,0.18,0,6.21,-1.47,12.37,9.39,12.37,16.13,Walking
0.19,0.17,0.17,0.23,0.17,0.28,0.19,0.18,0.17,0.16,0.22,0.22,0.26,0.14,0.17,0,6.07,-0.88,12.4,9.42,12.4,15.58,Walking
0.06,0.04,0.06,0.07,0.05,0.12,0.03,0.05,0.05,0.06,0.03,0.10,0.07,0.04,0.07,0,1.52,-0.05,12.68,10.12,12.68,4.41,Walking
0.26,0.23,0.23,0.19,0.11,0.19,0.18,0.12,0.30,0.24,0.29,0.23,0.14,0.18,0.18,0,9.61,-0.55,6.38,3.9,6.38,11.82,Walking
0.29,0.20,0.19,0.23,0.12,0.21,0.14,0.13,0.27,0.28,0.26,0.21,0.17,0.18,0.19,0,9.71,-0.5,6.84,4.04,6.84,12.06,Walking
0.26,0.21,0.19,0.21,0.15,0.22,0.14,0.18,0.23,0.24,0.25,0.19,0.20,0.20,0.19,0,9.54,-0.51,6.99,3.96,6.99,11.97,Walking
0.27,0.20,0.22,0.18,0.15,0.23,0.16,0.18,0.18,0.27,0.26,0.16,0.22,0.18,0.20,0,9.56,-0.43,7,4.2,7,12.09,Walking
0.16,0.23,0.28,0.26,0.10,0.16,0.18,0.23,0.23,0.23,0.24,0.28,0.14,0.14,0.22,0,9.48,-0.72,6.37,3.44,6.37,11.65,Walking
0.25,0.20,0.18,0.26,0.14,0.21,0.19,0.17,0.25,0.22,0.23,0.21,0.20,0.19,0.19,0,9.28,-0.49,6.83,3.91,6.83,11.76,Walking
0.27,0.18,0.21,0.16,0.20,0.17,0.19,0.18,0.29,0.21,0.27,0.21,0.18,0.18,0.18,0,9.47,-0.62,7.19,3.79,7.19,12.05,Walking
0.22,0.21,0.24,0.20,0.17,0.17,0.17,0.21,0.28,0.18,0.23,0.23,0.21,0.15,0.20,0,9.3,-0.4,7.03,3.78,7.03,11.84,Walking
0.23,0.18,0.21,0.18,0.22,0.20,0.19,0.20,0.21,0.21,0.26,0.20,0.19,0.18,0.19,0,9.33,-0.4,7.45,4.14,7.45,12.15,Walking
0.25,0.20,0.20,0.17,0.20,0.18,0.21,0.18,0.22,0.23,0.32,0.20,0.13,0.13,0.23,0,9.42,-0.48,7.27,4.08,7.27,12.16,Walking
0.25,0.17,0.18,0.13,0.28,0.24,0.19,0.16,0.22,0.21,0.27,0.20,0.17,0.15,0.24,0,9.18,-0.37,7.86,4,7.86,12.35,Walking
0.24,0.17,0.18,0.20,0.24,0.23,0.22,0.15,0.21,0.22,0.23,0.21,0.22,0.16,0.21,0,9.25,-0.38,7.54,4.23,7.54,12.22,Walking
0.25,0.17,0.14,0.24,0.22,0.23,0.28,0.14,0.15,0.22,0.15,0.20,0.30,0.20,0.17,0,9.08,-0.46,7.52,4.1,7.52,11.98,Walking
0.18,0.22,0.16,0.24,0.23,0.22,0.26,0.18,0.17,0.20,0.23,0.16,0.24,0.19,0.20,0,8.97,-0.34,7.45,3.92,7.45,11.96,Walking
0.19,0.20,0.17,0.20,0.27,0.23,0.24,0.16,0.19,0.21,0.18,0.17,0.24,0.24,0.19,0,9.03,-0.19,7.77,3.96,7.77,12.13,Walking
0.19,0.23,0.14,0.18,0.29,0.25,0.25,0.12,0.19,0.21,0.22,0.16,0.24,0.22,0.17,0,9.05,-0.31,7.8,4.2,7.8,12.13,Walking
0.21,0.19,0.16,0.19,0.28,0.28,0.21,0.19,0.17,0.18,0.20,0.17,0.23,0.23,0.20,0,8.81,-0.34,7.86,4.25,7.86,11.9,Walking
0.18,0.22,0.21,0.16,0.25,0.28,0.17,0.17,0.16,0.25,0.20,0.17,0.22,0.21,0.23,0,9.15,-0.13,7.56,4.42,7.56,12.07,Walking
0.21,0.21,0.22,0.21,0.17,0.17,0.23,0.19,0.23,0.20,0.14,0.22,0.22,0.22,0.23,0,9.22,-0.1,7.11,3.73,7.11,11.87,Walking
0.17,0.19,0.27,0.21,0.18,0.19,0.20,0.28,0.20,0.16,0.16,0.28,0.18,0.17,0.22,0,9.04,-0.21,7.31,3.55,7.31,11.82,Walking
0.13,0.20,0.27,0.21,0.20,0.15,0.23,0.30,0.16,0.18,0.14,0.19,0.25,0.23,0.22,0,8.98,-0.22,7.47,3.46,7.47,11.82,Walking
0.18,0.17,0.24,0.27,0.15,0.17,0.23,0.33,0.13,0.17,0.13,0.18,0.28,0.21,0.22,0,8.89,-0.34,7.24,3.39,7.24,11.51,Walking
0.13,0.21,0.28,0.22,0.18,0.18,0.24,0.24,0.20,0.18,0.15,0.21,0.25,0.22,0.21,0,9.06,-0.35,7.41,3.57,7.41,11.8,Walking
0.15,0.23,0.25,0.25,0.15,0.17,0.20,0.28,0.19,0.19,0.16,0.23,0.22,0.21,0.20,0,9.19,-0.2,7.3,3.46,7.3,11.91,Walking
0.12,0.22,0.27,0.23,0.17,0.17,0.24,0.28,0.18,0.15,0.14,0.27,0.21,0.24,0.17,0,8.91,-0.43,7.23,3.54,7.23,11.56,Walking
0.16,0.18,0.27,0.19,0.22,0.19,0.23,0.26,0.20,0.14,0.18,0.24,0.17,0.22,0.21,0,8.82,-0.34,7.7,3.52,7.7,11.81,Walking
0.14,0.23,0.25,0.26,0.14,0.13,0.22,0.28,0.21,0.17,0.16,0.22,0.22,0.21,0.22,0,9.03,-0.36,7.17,3.1,7.17,11.6,Walking
0.14,0.22,0.27,0.25,0.15,0.18,0.21,0.29,0.19,0.16,0.18,0.25,0.21,0.20,0.19,0,8.95,-0.45,7.26,3.43,7.26,11.65,Walking
0.16,0.18,0.28,0.25,0.15,0.20,0.19,0.25,0.21,0.18,0.17,0.24,0.20,0.20,0.22,0,9.04,-0.27,7.22,3.7,7.22,11.74,Walking
0.20,0.19,0.24,0.17,0.21,0.19,0.16,0.24,0.26,0.18,0.20,0.22,0.20,0.19,0.22,0,9.28,-0.31,7.28,3.74,7.28,11.92,Walking
0.19,0.21,0.22,0.24,0.15,0.18,0.16,0.21,0.28,0.20,0.22,0.17,0.18,0.23,0.22,0,9.41,-0.3,7.22,3.66,7.22,11.95,Walking
0.18,0.23,0.22,0.19,0.21,0.18,0.18,0.30,0.21,0.17,0.15,0.22,0.26,0.20,0.19,0,9.07,-0.3,7.52,3.67,7.52,11.87,Walking
0.18,0.23,0.22,0.20,0.20,0.20,0.18,0.23,0.23,0.18,0.20,0.26,0.18,0.20,0.19,0,9.1,-0.4,7.44,3.85,7.44,11.93,Walking
0.14,0.26,0.22,0.15,0.24,0.20,0.20,0.22,0.20,0.21,0.18,0.27,0.19,0.17,0.20,0,9.16,-0.33,7.46,3.96,7.46,12,Walking
0.22,0.21,0.17,0.15,0.27,0.26,0.16,0.18,0.22,0.21,0.19,0.23,0.20,0.22,0.19,0,9.02,-0.33,8.01,4.26,8.01,12.16,Walking
0.25,0.15,0.20,0.15,0.27,0.24,0.20,0.16,0.20,0.22,0.26,0.16,0.17,0.24,0.19,0,9.22,-0.34,7.85,4.32,7.85,12.27,Walking
0.23,0.22,0.14,0.16,0.26,0.24,0.19,0.20,0.19,0.21,0.17,0.20,0.24,0.21,0.21,0,9,-0.11,7.74,4.04,7.74,12.02,Walking
0.23,0.20,0.15,0.18,0.26,0.25,0.16,0.22,0.18,0.22,0.19,0.22,0.23,0.21,0.18,0,9.15,-0.23,7.72,4.26,7.72,12.12,Walking
0.25,0.18,0.18,0.16,0.25,0.24,0.14,0.21,0.20,0.23,0.21,0.15,0.21,0.25,0.21,0,9.22,-0.25,7.71,4.27,7.71,12.12,Walking
0.30,0.16,0.16,0.17,0.24,0.22,0.16,0.16,0.23,0.24,0.23,0.15,0.20,0.21,0.24,0,9.37,-0.28,7.52,4.32,7.52,12.14,Walking
0.19,0.23,0.12,0.23,0.26,0.22,0.26,0.15,0.18,0.22,0.18,0.18,0.25,0.18,0.24,0,9.08,-0.16,7.95,4.1,7.95,12.19,Walking
0.26,0.18,0.14,0.17,0.28,0.24,0.24,0.14,0.18,0.22,0.19,0.21,0.25,0.16,0.21,0,9.15,-0.29,7.75,4.44,7.75,12.19,Walking
0.22,0.21,0.18,0.16,0.26,0.25,0.25,0.18,0.13,0.22,0.18,0.26,0.22,0.18,0.19,0,8.85,-0.2,8.01,4.22,8.01,12.07,Walking
0.23,0.18,0.20,0.18,0.23,0.24,0.25,0.14,0.17,0.22,0.19,0.21,0.19,0.17,0.25,0,9.08,-0.14,7.83,4.4,7.83,12.2,Walking
0.25,0.19,0.11,0.20,0.26,0.23,0.26,0.11,0.19,0.24,0.21,0.17,0.22,0.18,0.24,0,9.1,-0.22,7.99,4.35,7.99,12.26,Walking
0.30,0.17,0.10,0.23,0.23,0.22,0.16,0.25,0.17,0.22,0.22,0.14,0.18,0.29,0.20,0,9.14,-0.29,7.64,4.61,7.64,12,Walking
0.23,0.18,0.16,0.23,0.23,0.25,0.15,0.18,0.19,0.26,0.23,0.10,0.15,0.33,0.22,0,9.51,-0.06,7.94,4.95,7.94,12.55,Walking
0.16,0.24,0.18,0.19,0.25,0.23,0.19,0.24,0.14,0.20,0.20,0.18,0.22,0.22,0.22,0,8.98,-0.18,7.75,4.14,7.75,12.01,Walking
0.20,0.21,0.23,0.20,0.18,0.19,0.18,0.26,0.20,0.19,0.14,0.15,0.28,0.25,0.20,0,9.18,-0.1,7.28,3.8,7.28,11.81,Walking
0.18,0.18,0.19,0.26,0.21,0.23,0.23,0.23,0.18,0.16,0.21,0.18,0.21,0.24,0.19,0,8.92,-0.38,7.73,3.95,7.73,11.96,Walking
0.15,0.24,0.20,0.19,0.24,0.19,0.24,0.18,0.22,0.18,0.24,0.16,0.21,0.22,0.19,0,9.05,-0.29,7.98,3.88,7.98,12.18,Walking
0.16,0.19,0.20,0.27,0.20,0.15,0.27,0.16,0.26,0.18,0.18,0.16,0.20,0.25,0.22,0,9.28,0.12,7.69,4.04,7.69,12.36,Walking
0.20,0.19,0.24,0.18,0.21,0.16,0.29,0.18,0.22,0.18,0.15,0.22,0.20,0.23,0.23,0,9.03,-0.13,7.61,3.7,7.61,11.97,Walking
0.20,0.24,0.16,0.20,0.22,0.20,0.22,0.23,0.17,0.20,0.19,0.18,0.23,0.20,0.23,0,9.03,-0.21,7.68,3.82,7.68,11.99,Walking
0.18,0.16,0.26,0.29,0.14,0.17,0.17,0.31,0.17,0.20,0.16,0.14,0.19,0.33,0.21,0,9.27,-0.05,7.17,3.71,7.17,11.93,Walking
0.15,0.26,0.26,0.26,0.10,0.12,0.24,0.22,0.25,0.19,0.21,0.14,0.13,0.35,0.18,0,9.26,-0.44,6.36,3.22,6.36,11.48,Walking
0.05,0.10,0.13,0.05,0.03,0.03,0.06,0.09,0.10,0.08,0.12,0.07,0.05,0.07,0.04,0,3.09,-0.61,4.91,6.89,4.91,3.59,Walking
0.20,0.20,0.19,0.20,0.20,0.20,0.20,0.19,0.19,0.20,0.19,0.20,0.20,0.20,0.20,0,8.92,-0.21,4.41,4.1,4.41,10.19,Walking
0.20,0.19,0.19,0.21,0.20,0.20,0.20,0.19,0.20,0.21,0.20,0.19,0.20,0.21,0.20,0,8.98,-0.01,4.84,4.01,4.84,10.14,Walking
